employee_id,full_name,department,designation,employment_type,shift_type,work_mode,date,clock_in_time,clock_out_time,total_work_hours,tasks_completed,productivity_score,absent,overtime_hours,leave_type,late_login,early_logout,project_deadlines_missed,burnout_risk_score,manager_id,location,salary_band,performance_rating,years_with_company,reason_for_leave
EMP1200,Employee 200,Finance,Accountant,Part-time,Day,Hybrid,2025-02-12,08:11:00,16:11:00,8.0,13.0,89.52,False,0.5,,False,True,1.0,12.84,MGR265,Bangalore,Low,4.71,2.3,
EMP1891,Employee 891,Sales,Sales Manager,Part-time,Day,Work From Home,2025-02-09,09:44:00,17:44:00,8.0,9.0,85.26,False,0.0,,False,True,1.0,14.84,MGR482,Sydney,Low,4.54,9.5,
EMP1085,Employee 085,Sales,Sales Executive,Full-time,Night,Work From Home,2025-02-11,21:55:00,05:55:00,8.0,13.0,73.14,False,0.5,,False,False,0.0,12.96,MGR569,Bangalore,Medium,4.04,3.6,
EMP1866,Employee 866,Engineering,QA Analyst,Full-time,Night,Work From Home,2025-02-23,,,,,,True,,Sick Leave,,,,,MGR520,London,High,4.46,1.1,Personal
EMP1461,Employee 461,Finance,Financial Analyst,Contractor,Day,Office,2025-02-03,09:03:00,17:03:00,8.0,8.0,87.48,False,0.0,,True,False,1.0,10.43,MGR214,Bangalore,High,3.64,7.8,
EMP1085,Employee 085,Sales,Sales Executive,Full-time,Night,Work From Home,2025-02-09,22:24:00,06:24:00,8.0,13.0,72.1,False,0.0,,True,False,2.0,10.05,MGR569,Bangalore,Medium,4.04,3.6,
EMP1035,Employee 035,Consulting,Consultant,Part-time,Night,Office,2025-02-21,20:47:00,04:47:00,8.0,8.0,93.67,False,0.0,,True,True,2.0,8.96,MGR212,New York,Low,4.22,2.6,
EMP1763,Employee 763,Consulting,Senior Consultant,Part-time,Day,Hybrid,2025-02-03,09:14:00,17:14:00,8.0,14.0,83.94,False,0.0,,True,False,0.0,11.46,MGR429,London,High,3.87,7.0,
EMP1540,Employee 540,Customer Support,Support Manager,Part-time,Night,Hybrid,2025-02-02,20:02:00,04:02:00,8.0,12.0,91.87,False,1.0,,True,True,0.0,10.1,MGR466,New York,Low,3.63,7.1,
EMP1687,Employee 687,HR,HR Executive,Full-time,Rotational,Work From Home,2025-02-19,20:48:00,04:48:00,8.0,10.0,94.14,False,0.0,,True,True,0.0,9.43,MGR446,London,High,3.97,2.5,
EMP1450,Employee 450,Consulting,Consultant,Part-time,Day,Office,2025-02-16,08:42:00,16:42:00,8.0,13.0,81.64,False,0.0,,False,True,2.0,9.63,MGR240,Sydney,Low,4.06,8.9,
EMP1216,Employee 216,Engineering,QA Analyst,Full-time,Day,Hybrid,2025-02-25,10:06:00,18:06:00,8.0,9.0,83.68,False,1.5,,False,True,0.0,14.23,MGR674,Bangalore,Low,4.83,8.2,
EMP1573,Employee 573,Consulting,Consultant,Full-time,Night,Work From Home,2025-02-25,,,,,,True,,Unpaid Leave,,,,,MGR428,London,Medium,4.24,2.6,Flu
EMP1824,Employee 824,Consulting,Senior Consultant,Full-time,Night,Hybrid,2025-02-26,20:59:00,04:59:00,8.0,5.0,76.18,False,0.0,,False,False,2.0,10.58,MGR511,New York,Low,4.42,3.6,
EMP1931,Employee 931,HR,HR Executive,Contractor,Rotational,Office,2025-02-03,20:39:00,04:39:00,8.0,5.0,73.86,False,1.5,,True,False,2.0,9.83,MGR654,Bangalore,Low,3.73,7.6,
EMP1849,Employee 849,HR,HR Manager,Contractor,Day,Hybrid,2025-02-19,08:13:00,16:13:00,8.0,5.0,81.01,False,0.5,,True,False,2.0,12.83,MGR467,New York,Low,3.87,2.6,
EMP1366,Employee 366,HR,HR Executive,Contractor,Rotational,Office,2025-02-27,21:51:00,05:51:00,8.0,14.0,89.9,False,0.0,,False,False,2.0,12.38,MGR555,Sydney,Medium,4.2,5.0,
EMP1534,Employee 534,Customer Support,Support Manager,Contractor,Rotational,Office,2025-02-19,20:56:00,04:56:00,8.0,9.0,80.7,False,0.5,,False,True,0.0,10.52,MGR324,London,Low,3.57,2.9,
EMP1679,Employee 679,HR,HR Manager,Contractor,Night,Work From Home,2025-02-02,22:12:00,06:12:00,8.0,13.0,88.85,False,0.0,,True,False,0.0,10.54,MGR273,London,Medium,4.89,8.3,
EMP1993,Employee 993,Customer Support,Support Manager,Part-time,Night,Work From Home,2025-02-09,21:31:00,05:31:00,8.0,10.0,70.59,False,0.5,,False,False,2.0,10.36,MGR233,Sydney,High,3.84,5.8,
EMP1913,Employee 913,Sales,Sales Manager,,Rotational,Hybrid,2025-02-06,21:40:00,05:40:00,8.0,15.0,86.02,False,0.5,,False,False,0.0,,MGR424,New York,Medium,3.76,5.1,
EMP1972,Employee 972,Consulting,Senior Consultant,Full-time,Day,Work From Home,2025-02-13,08:07:00,16:07:00,8.0,13.0,87.36,False,0.0,,True,False,0.0,14.38,MGR684,Bangalore,Low,4.94,2.6,
EMP1070,Employee 070,Customer Support,Support Manager,Full-time,Day,Work From Home,2025-02-23,08:43:00,16:43:00,8.0,12.0,78.92,False,0.0,,True,False,1.0,14.11,MGR613,New York,Low,4.71,2.5,
EMP1512,Employee 512,Customer Support,Support Manager,Contractor,Night,Office,2025-02-24,20:29:00,04:29:00,8.0,13.0,70.02,False,0.0,,False,True,0.0,10.32,MGR422,London,Medium,3.64,4.0,
EMP1520,Employee 520,Customer Support,Support Manager,Full-time,Day,Hybrid,2025-02-13,08:56:00,16:56:00,8.0,11.0,74.12,False,0.0,,True,True,0.0,12.41,MGR512,Bangalore,Medium,4.57,9.8,
EMP1478,Employee 478,Finance,Financial Analyst,Full-time,Rotational,Hybrid,2025-02-26,22:53:00,06:53:00,8.0,8.0,71.05,False,0.0,,False,False,0.0,12.19,MGR513,New York,Medium,4.35,6.5,
EMP1776,INVALID_NAME,Consulting,Senior Consultant,Full-time,Rotational,Work From Home,2025-02-19,20:04:00,04:04:00,8.0,15.0,87.61,False,0.0,,True,True,0.0,10.96,MGR458,Bangalore,High,4.66,4.5,
EMP1260,Employee 260,HR,HR Manager,Full-time,Night,Hybrid,2025-02-10,22:14:00,06:14:00,8.0,5.0,89.89,False,0.0,,True,False,2.0,9.79,MGR662,London,High,4.88,8.0,
EMP1797,Employee 797,Engineering,QA Analyst,Full-time,Day,Hybrid,2025-02-22,09:00:00,17:00:00,8.0,6.0,75.05,False,0.0,,True,True,2.0,14.15,MGR402,London,Medium,4.09,7.8,
EMP1801,Employee 801,Consulting,Consultant,Full-time,Night,Work From Home,2025-02-23,22:07:00,06:07:00,8.0,11.0,92.59,False,0.0,,True,True,1.0,9.92,MGR686,Bangalore,Medium,4.21,4.5,
EMP1782,Employee 782,Consulting,Consultant,Full-time,Day,Hybrid,2025-02-10,08:14:00,16:14:00,8.0,15.0,71.17,False,0.0,,True,True,1.0,14.83,MGR319,Sydney,High,4.64,6.5,
EMP1686,Employee 686,Consulting,Senior Consultant,Full-time,Night,Office,2025-02-26,,,,,,True,,Sick Leave,,,,,MGR689,New York,Low,3.93,2.7,Family Emergency
EMP1422,Employee 422,Finance,Accountant,Full-time,Day,Work From Home,2025-02-28,10:59:00,18:59:00,8.0,14.0,75.09,False,0.0,,True,False,1.0,9.17,MGR274,London,High,4.57,5.5,
EMP1324,Employee 324,Customer Support,Support Manager,Part-time,Night,Office,2025-02-20,,,,,,True,,Sick Leave,,,,,MGR362,New York,Low,4.98,6.5,Family Emergency
EMP1154,Employee 154,Sales,Sales Manager,Contractor,Rotational,Work From Home,2025-02-06,21:10:00,05:10:00,8.0,15.0,83.49,False,0.0,,False,False,0.0,11.77,MGR586,Sydney,Medium,4.25,6.6,
EMP1946,Employee 946,Finance,Financial Analyst,Contractor,Night,Work From Home,2025-02-07,22:47:00,06:47:00,8.0,10.0,79.68,False,0.5,,True,False,1.0,9.5,MGR410,London,Medium,3.9,8.1,
EMP1086,Employee 086,HR,HR Manager,Contractor,Night,Work From Home,2025-02-15,22:19:00,06:19:00,8.0,10.0,72.98,False,0.0,,False,False,1.0,13.07,MGR540,New York,Medium,4.61,8.8,
EMP1079,Employee 079,Finance,Accountant,Contractor,Rotational,Office,2025-02-13,21:32:00,05:32:00,8.0,10.0,80.04,False,0.0,,False,True,0.0,14.13,MGR594,Bangalore,Medium,4.89,6.5,
EMP1827,Employee 827,Engineering,Software Engineer,Full-time,Rotational,Office,2025-02-13,22:40:00,06:40:00,8.0,7.0,82.71,False,0.0,,True,True,1.0,8.94,MGR543,Sydney,High,4.36,7.8,
EMP1041,Employee 041,Customer Support,Support Manager,Part-time,Night,Work From Home,2025-02-26,22:42:00,06:42:00,8.0,5.0,70.13,False,0.0,,True,True,0.0,8.61,MGR333,Bangalore,Low,4.93,9.0,
EMP1787,Employee 787,Engineering,Software Engineer,Part-time,Night,Office,2025-02-19,22:17:00,06:17:00,8.0,11.0,87.36,False,0.0,,False,True,2.0,9.41,MGR299,Sydney,Low,3.6,6.1,
EMP1758,Employee 758,Finance,Financial Analyst,Contractor,Night,Work From Home,2025-02-02,,,,,,True,,Sick Leave,,,,,MGR629,New York,High,3.58,8.7,Personal
EMP1024,Employee 024,Engineering,DevOps Engineer,Full-time,Day,Hybrid,2025-02-05,08:01:00,16:01:00,8.0,10.0,80.41,False,0.5,,True,True,1.0,13.61,MGR631,Sydney,Low,4.32,1.6,
EMP1502,Employee 502,Finance,Financial Analyst,Contractor,Night,Hybrid,2025-02-02,22:58:00,06:58:00,8.0,13.0,84.01,False,0.0,,False,False,1.0,9.7,MGR686,Sydney,High,4.21,3.8,
EMP1968,Employee 968,Consulting,Senior Consultant,Part-time,Rotational,Office,2025-02-04,20:21:00,04:21:00,8.0,10.0,92.42,False,0.0,,False,True,0.0,14.76,MGR423,Bangalore,Low,4.73,6.1,
EMP1267,Employee 267,Consulting,Senior Consultant,Part-time,Night,Work From Home,2025-02-04,,,,,,True,,Unpaid Leave,,,,,MGR676,London,Low,3.89,4.6,Personal
EMP1749,Employee 749,Sales,Sales Manager,Contractor,Day,Hybrid,2025-02-07,10:24:00,18:24:00,8.0,5.0,75.33,False,0.0,,True,True,2.0,12.02,MGR633,Bangalore,High,4.83,5.7,
EMP1577,Employee 577,Sales,Sales Manager,Part-time,Night,Office,2025-02-06,21:23:00,05:23:00,8.0,14.0,84.3,False,0.0,,True,True,2.0,13.24,MGR473,London,High,3.75,2.5,
EMP1065,INVALID_NAME,Consulting,Senior Consultant,Full-time,Night,Work From Home,2025-02-03,99:99:99,05:26:00,8.0,8.0,87.04,False,0.5,,True,False,0.0,8.63,MGR221,London,Medium,4.53,5.7,
EMP1088,Employee 088,Consulting,Consultant,Contractor,Day,Work From Home,2025-02-25,10:27:00,18:27:00,8.0,12.0,89.85,False,0.0,,False,True,0.0,9.63,MGR672,New York,High,4.32,9.9,
EMP1056,Employee 056,Consulting,Senior Consultant,Part-time,Day,Office,2025-02-02,,,,,,True,,Paid Leave,,,,,MGR664,New York,Medium,3.69,6.0,Personal
EMP1396,Employee 396,HR,HR Executive,Part-time,Night,Hybrid,2025-02-03,21:11:00,05:11:00,8.0,7.0,91.7,False,0.5,,True,False,2.0,10.08,MGR586,New York,Medium,3.94,5.8,
EMP1961,Employee 961,Consulting,Consultant,Part-time,Day,Hybrid,2025-02-24,99:99:99,18:42:00,8.0,15.0,79.24,False,,,False,False,1.0,8.83,MGR229,London,Medium,4.1,6.2,
EMP1690,Employee 690,HR,HR Manager,Part-time,Rotational,Work From Home,2025-02-14,20:23:00,04:23:00,8.0,5.0,81.77,False,0.0,,True,False,2.0,11.48,MGR513,London,Low,4.36,1.1,
EMP1163,Employee 163,Sales,Sales Executive,Part-time,Night,Office,2025-02-18,22:28:00,06:28:00,8.0,15.0,71.02,False,0.5,,True,False,1.0,12.43,MGR316,New York,Low,3.84,1.4,
EMP1987,Employee 987,HR,HR Executive,Part-time,Day,Office,2025-02-28,10:24:00,18:24:00,8.0,12.0,90.11,False,0.0,,False,True,2.0,13.22,MGR324,New York,High,4.5,8.1,
EMP1913,Employee 913,Sales,Sales Manager,Contractor,Rotational,Hybrid,2025-02-15,21:00:00,05:00:00,8.0,8.0,83.95,False,1.5,,False,False,0.0,11.16,MGR424,New York,Medium,3.76,5.1,
EMP1199,Employee 199,Consulting,Consultant,Full-time,Rotational,Hybrid,2025-02-07,20:43:00,04:43:00,8.0,9.0,88.13,False,0.0,,True,False,1.0,8.09,MGR656,Bangalore,Low,4.67,1.2,
EMP1080,Employee 080,Sales,Sales Executive,Full-time,Day,Work From Home,2025-02-20,09:03:00,17:03:00,8.0,12.0,93.69,False,0.0,,True,False,0.0,13.89,MGR242,London,High,4.35,5.6,
EMP1816,Employee 816,Customer Support,Support Manager,Contractor,Day,Hybrid,2025-02-04,08:11:00,,8.0,12.0,81.68,False,0.5,,False,False,0.0,12.04,MGR563,Sydney,High,4.51,4.8,
EMP1793,Employee 793,HR,HR Executive,Part-time,Rotational,Hybrid,2025-02-15,20:44:00,04:44:00,8.0,9.0,85.31,False,0.5,,False,False,1.0,13.39,MGR457,New York,High,4.95,7.4,
EMP1606,Employee 606,Engineering,Software Engineer,Part-time,Night,Office,2025-02-18,20:24:00,04:24:00,8.0,5.0,84.68,False,1.5,,False,False,2.0,12.93,MGR443,Bangalore,Medium,4.58,7.0,
EMP1165,Employee 165,HR,HR Manager,Full-time,Rotational,Office,2025-02-17,20:19:00,04:19:00,8.0,13.0,77.31,False,0.5,,False,True,2.0,10.83,MGR541,London,Low,4.64,1.1,
EMP1091,Employee 091,Customer Support,Support Specialist,Contractor,Day,Work From Home,2025-02-06,08:41:00,16:41:00,8.0,13.0,81.01,False,0.5,,True,False,2.0,11.68,MGR457,London,Low,4.32,5.4,
EMP1722,Employee 722,Consulting,Senior Consultant,Contractor,Rotational,Hybrid,2025-02-07,20:13:00,04:13:00,8.0,13.0,93.99,False,0.0,,False,False,2.0,12.21,MGR217,London,Low,3.57,5.6,
EMP1975,Employee 975,Consulting,Consultant,Full-time,Rotational,Work From Home,2025-02-15,20:55:00,04:55:00,8.0,11.0,72.58,False,0.0,,False,True,2.0,14.04,MGR355,Sydney,High,3.63,9.6,
EMP1466,Employee 466,Sales,Sales Manager,Full-time,Rotational,Work From Home,2025-02-01,20:07:00,04:07:00,8.0,5.0,70.69,False,1.5,,False,False,2.0,8.03,MGR441,London,Medium,4.01,6.6,
EMP1307,Employee 307,Sales,Sales Executive,Part-time,Night,Office,2025-02-10,21:20:00,05:20:00,8.0,14.0,87.33,False,0.0,,True,False,2.0,14.59,MGR672,New York,Low,4.43,6.6,
EMP1824,Employee 824,Consulting,Senior Consultant,Full-time,Night,Hybrid,2025-02-24,20:13:00,04:13:00,8.0,5.0,75.93,False,0.0,,False,False,1.0,8.94,MGR511,New York,Low,4.42,3.6,
EMP1722,Employee 722,Consulting,Senior Consultant,Contractor,Rotational,Hybrid,2025-02-05,20:00:00,04:00:00,8.0,12.0,78.62,False,0.0,,True,False,1.0,13.21,MGR217,London,Low,3.57,5.6,
EMP1568,Employee 568,Finance,Accountant,Full-time,Day,Work From Home,2025-02-25,10:34:00,18:34:00,8.0,5.0,83.97,False,0.0,,False,True,0.0,9.49,MGR469,Sydney,Low,4.82,8.7,
EMP1140,Employee 140,Consulting,Senior Consultant,Full-time,Rotational,Office,2025-02-23,22:26:00,06:26:00,8.0,9.0,92.5,False,1.0,,False,False,0.0,12.12,MGR292,Bangalore,High,3.63,8.8,
EMP1016,Employee 016,HR,HR Manager,Contractor,Night,Office,2025-02-24,20:18:00,04:18:00,8.0,7.0,78.43,False,0.0,,True,False,2.0,10.18,MGR628,Bangalore,High,3.87,2.7,
EMP1471,Employee 471,Customer Support,Support Specialist,Full-time,Rotational,Office,2025-02-05,21:42:00,05:42:00,8.0,8.0,90.77,False,0.0,,False,True,1.0,12.2,MGR402,Sydney,Medium,4.54,1.2,
EMP1952,Employee 952,Sales,Sales Executive,Full-time,Night,Office,2025-02-03,21:26:00,05:26:00,8.0,7.0,72.93,False,0.0,,False,False,0.0,14.31,MGR668,New York,Medium,3.89,6.9,
EMP1446,Employee 446,Finance,Financial Analyst,Part-time,Rotational,Work From Home,2025-02-21,20:49:00,04:49:00,8.0,15.0,89.38,False,0.0,,False,True,2.0,14.26,MGR540,New York,High,4.37,1.9,
EMP1897,Employee 897,Engineering,DevOps Engineer,Part-time,Day,Hybrid,2025-02-21,08:11:00,16:11:00,8.0,6.0,94.45,False,1.5,,True,False,0.0,10.35,MGR268,Bangalore,High,4.42,3.5,
EMP1210,Employee 210,Finance,Accountant,Full-time,Night,Work From Home,2025-02-11,22:40:00,06:40:00,8.0,6.0,89.05,False,0.0,,False,True,2.0,14.79,MGR344,London,Low,4.65,5.5,
EMP1732,Employee 732,Finance,Accountant,Part-time,Night,Hybrid,2025-02-03,21:09:00,05:09:00,8.0,8.0,91.33,False,1.5,,True,False,1.0,8.45,MGR526,Bangalore,Low,3.95,5.8,
EMP1616,Employee 616,HR,HR Manager,Full-time,Rotational,Work From Home,2025-02-05,20:03:00,04:03:00,8.0,7.0,94.91,False,1.5,,True,True,2.0,12.45,MGR532,Bangalore,Low,4.93,2.1,
EMP1198,Employee 198,Consulting,Consultant,Part-time,Night,Office,2025-02-21,20:18:00,04:18:00,8.0,8.0,89.75,False,0.0,,True,True,1.0,8.12,MGR384,Sydney,Low,4.83,5.1,
EMP1711,Employee 711,HR,HR Executive,Contractor,Rotational,Hybrid,2025-02-26,22:51:00,06:51:00,8.0,5.0,78.32,False,0.0,,True,True,2.0,12.0,MGR273,Bangalore,Medium,4.84,9.3,
EMP1303,Employee 303,Sales,Sales Executive,Full-time,Night,Office,2025-02-28,22:21:00,06:21:00,8.0,12.0,86.34,False,0.0,,False,False,2.0,9.6,MGR592,London,High,4.27,5.8,
EMP1257,Employee 257,Finance,Financial Analyst,Contractor,Day,Office,2025-02-02,08:59:00,16:59:00,8.0,7.0,82.77,False,0.0,,True,True,2.0,9.02,MGR528,London,High,4.58,10.0,
EMP1297,Employee 297,Customer Support,Support Manager,Full-time,Night,Office,2025-02-25,21:48:00,05:48:00,8.0,12.0,74.79,False,0.0,,True,False,0.0,14.05,MGR677,New York,Medium,4.43,5.1,
EMP1859,Employee 859,Consulting,Consultant,Part-time,Night,Hybrid,2025-02-19,20:01:00,04:01:00,8.0,15.0,94.86,False,0.0,,False,False,1.0,14.7,MGR428,Bangalore,Low,3.71,1.1,
EMP1646,Employee 646,Engineering,DevOps Engineer,Full-time,Rotational,Office,2025-02-13,20:38:00,04:38:00,8.0,15.0,80.15,False,0.0,,False,False,2.0,8.06,MGR452,New York,Low,4.06,5.3,
EMP1999,Employee 999,Finance,Accountant,Part-time,Night,Work From Home,2025-02-27,,,,,,True,,Sick Leave,,,,,MGR428,Sydney,Low,3.66,7.2,Personal
EMP1889,Employee 889,Engineering,Software Engineer,Full-time,Day,Office,2025-02-03,09:56:00,17:56:00,8.0,12.0,91.22,False,0.0,,True,True,2.0,10.59,MGR287,London,High,4.71,6.8,
EMP1383,Employee 383,Engineering,Software Engineer,Part-time,Night,Hybrid,2025-02-04,,,,,,True,,Sick Leave,,,,,MGR294,Bangalore,Medium,3.52,2.8,Flu
EMP1940,Employee 940,HR,HR Executive,Part-time,Day,Work From Home,2025-02-20,,,,,,True,,Sick Leave,,,,,MGR558,Bangalore,High,3.66,4.4,Family Emergency
EMP1400,Employee 400,Finance,Financial Analyst,Contractor,Rotational,Work From Home,2025-02-08,,,,,,True,,Paid Leave,,,,,MGR542,Bangalore,Medium,4.73,7.7,Family Emergency
EMP1243,Employee 243,Sales,Sales Executive,Contractor,Night,Work From Home,2025-02-18,22:52:00,06:52:00,8.0,7.0,86.76,False,0.0,,True,False,1.0,14.01,MGR646,London,Medium,3.71,4.1,
EMP1560,Employee 560,Consulting,Consultant,Full-time,Day,Hybrid,2025-02-11,10:44:00,18:44:00,8.0,7.0,93.12,False,0.5,,False,True,1.0,12.74,MGR664,New York,Medium,4.23,6.7,
EMP1808,Employee 808,Finance,Financial Analyst,Full-time,Day,Office,2025-02-04,08:22:00,16:22:00,8.0,5.0,85.13,False,0.0,,True,True,0.0,13.02,MGR448,Sydney,High,4.62,1.4,
EMP1226,Employee 226,Engineering,QA Analyst,Full-time,Night,Work From Home,2025-02-04,21:19:00,05:19:00,8.0,15.0,74.22,False,0.0,,True,True,0.0,8.95,MGR247,London,Low,3.63,9.6,
EMP1691,Employee 691,Consulting,Consultant,Contractor,Night,Office,2025-02-04,22:29:00,06:29:00,8.0,5.0,74.18,False,0.0,,False,True,0.0,12.15,MGR557,Bangalore,Medium,3.81,7.3,
EMP1097,Employee 097,Consulting,Consultant,Full-time,Night,Work From Home,2025-02-28,21:37:00,05:37:00,8.0,14.0,71.61,False,0.0,,False,False,0.0,8.38,MGR289,Sydney,High,4.15,5.2,
EMP1863,Employee 863,Engineering,DevOps Engineer,Contractor,Rotational,Office,2025-02-18,21:00:00,05:00:00,8.0,8.0,92.55,False,0.0,,False,True,2.0,12.88,MGR354,New York,Medium,3.51,8.0,
EMP1572,Employee 572,Customer Support,Support Manager,Full-time,Day,Hybrid,2025-02-19,09:09:00,17:09:00,8.0,5.0,90.01,False,0.0,,True,True,2.0,14.85,MGR426,New York,Medium,4.92,1.7,
EMP1147,Employee 147,HR,HR Executive,Contractor,Night,Work From Home,2025-02-28,22:40:00,06:40:00,8.0,12.0,73.25,False,0.0,,False,True,2.0,9.44,MGR273,New York,Low,3.82,6.9,
EMP1266,Employee 266,HR,HR Manager,Part-time,Day,Hybrid,2025-02-20,08:08:00,16:08:00,8.0,15.0,86.1,False,0.0,,True,True,0.0,13.58,MGR285,Sydney,Medium,4.01,8.8,
EMP1429,INVALID_NAME,Consulting,Senior Consultant,Full-time,Day,Work From Home,2025-02-09,08:59:00,16:59:00,8.0,11.0,89.65,False,0.5,,False,False,1.0,9.07,MGR386,Bangalore,High,4.26,4.9,
EMP1135,Employee 135,Sales,Sales Executive,Full-time,Rotational,Office,2025-02-12,21:09:00,05:09:00,8.0,12.0,73.04,False,0.0,,False,False,2.0,8.41,MGR411,Sydney,High,4.0,4.4,
EMP1540,Employee 540,Customer Support,Support Manager,Part-time,Night,Hybrid,2025-02-05,22:55:00,06:55:00,8.0,10.0,75.63,False,0.5,,True,False,2.0,11.34,MGR466,New York,Low,3.63,7.1,
EMP1470,Employee 470,Customer Support,Support Manager,Full-time,Rotational,Hybrid,2025-02-09,99:99:99,04:51:00,8.0,6.0,76.83,False,0.5,,False,False,0.0,8.46,MGR599,New York,Medium,4.17,9.7,
EMP1983,Employee 983,Customer Support,Support Manager,Contractor,Rotational,Hybrid,2025-02-12,20:51:00,04:51:00,8.0,9.0,70.49,False,0.0,,False,True,1.0,11.66,MGR221,London,Low,4.12,9.8,
EMP1082,Employee 082,HR,HR Executive,Contractor,Night,Hybrid,2025-02-27,22:22:00,06:22:00,8.0,11.0,79.79,False,0.5,,False,False,0.0,14.35,MGR410,Bangalore,Medium,4.75,4.0,
EMP1034,Employee 034,Finance,Accountant,Part-time,Rotational,Office,2025-02-27,21:18:00,05:18:00,8.0,5.0,73.07,False,0.0,,False,False,0.0,11.55,MGR560,Bangalore,High,4.2,5.7,
EMP1032,Employee 032,Consulting,Consultant,Contractor,Rotational,Work From Home,2025-02-10,22:23:00,06:23:00,8.0,14.0,84.43,False,0.0,,False,False,1.0,12.35,MGR482,Sydney,Low,3.66,6.5,
EMP1578,Employee 578,Sales,Sales Executive,Part-time,Day,Hybrid,2025-02-16,09:26:00,17:26:00,8.0,13.0,93.16,False,0.5,,True,False,1.0,11.81,MGR317,London,Medium,4.57,4.3,
EMP1263,Employee 263,Customer Support,Support Manager,Part-time,Night,Work From Home,2025-02-05,21:08:00,05:08:00,8.0,15.0,87.6,False,0.0,,True,True,1.0,10.68,MGR663,Bangalore,Medium,4.95,5.8,
EMP1368,Employee 368,HR,HR Manager,Full-time,Day,Work From Home,2025-02-01,09:14:00,17:14:00,8.0,10.0,82.86,False,0.0,,True,True,2.0,11.48,MGR280,New York,High,4.57,1.6,
EMP1992,Employee 992,Finance,Financial Analyst,Contractor,Night,Office,2025-02-20,21:23:00,05:23:00,8.0,10.0,87.89,False,1.0,,False,False,2.0,13.89,MGR260,Bangalore,Low,4.43,7.3,
EMP1158,Employee 158,Finance,Accountant,Part-time,Rotational,Hybrid,2025-02-19,21:13:00,05:13:00,8.0,11.0,79.4,False,0.0,,True,True,1.0,10.56,MGR669,Bangalore,Low,4.0,8.4,
EMP1074,Employee 074,Customer Support,Support Manager,Full-time,Day,Office,2025-02-08,09:29:00,17:29:00,8.0,12.0,82.08,False,0.0,,True,True,1.0,11.96,MGR467,Bangalore,Low,4.43,4.6,
EMP1990,Employee 990,HR,HR Executive,Part-time,Night,Office,2025-02-15,22:28:00,06:28:00,8.0,10.0,81.87,False,0.0,,False,False,0.0,9.92,MGR388,Sydney,High,3.75,9.7,
EMP1348,Employee 348,Sales,Sales Manager,Part-time,Night,Work From Home,2025-02-07,20:54:00,04:54:00,8.0,14.0,94.05,False,0.0,,True,True,1.0,10.49,MGR560,Sydney,Medium,3.77,4.6,
EMP1167,Employee 167,Finance,Financial Analyst,Contractor,Night,Work From Home,2025-02-26,,,,,,True,,Unpaid Leave,,,,,MGR476,Bangalore,Low,4.5,4.1,Family Emergency
EMP1450,Employee 450,Consulting,Consultant,Part-time,Day,Office,2025-02-07,09:28:00,17:28:00,8.0,5.0,73.4,False,1.0,,True,True,2.0,14.79,MGR240,Sydney,Low,4.06,8.9,
EMP1710,Employee 710,Engineering,DevOps Engineer,Contractor,Night,Hybrid,2025-02-10,20:04:00,04:04:00,8.0,10.0,89.6,False,0.0,,True,True,0.0,10.01,MGR381,Sydney,Medium,4.38,6.5,
EMP1028,Employee 028,Finance,Financial Analyst,Contractor,Day,Hybrid,2025-02-21,09:14:00,17:14:00,8.0,12.0,72.85,False,0.0,,False,True,0.0,9.12,MGR461,Sydney,High,3.57,8.1,
EMP1467,Employee 467,Sales,Sales Manager,Contractor,Rotational,Hybrid,2025-02-11,22:31:00,06:31:00,8.0,14.0,83.44,False,0.0,,False,True,1.0,8.02,MGR218,Bangalore,High,4.69,4.5,
EMP1422,Employee 422,Finance,Accountant,Full-time,Day,Work From Home,2025-02-27,10:11:00,18:11:00,8.0,11.0,94.1,False,0.5,,False,True,1.0,13.32,MGR274,London,High,4.57,5.5,
EMP1155,Employee 155,Sales,Sales Manager,Full-time,Rotational,Office,2025-02-21,20:01:00,04:01:00,8.0,6.0,78.95,False,0.0,,True,True,1.0,9.35,MGR466,Bangalore,High,3.82,4.7,
EMP1653,Employee 653,Sales,Sales Manager,Part-time,Night,Hybrid,2025-02-06,22:57:00,06:57:00,8.0,13.0,75.88,False,0.0,,True,False,1.0,13.34,MGR247,London,High,4.4,9.8,
EMP1151,Employee 151,Engineering,DevOps Engineer,Part-time,Night,Hybrid,2025-02-10,,,,,,True,,Paid Leave,,,,,MGR579,Sydney,Low,4.47,3.1,Family Emergency
EMP1888,Employee 888,Customer Support,Support Specialist,Part-time,Day,Work From Home,2025-02-09,08:46:00,16:46:00,8.0,13.0,76.12,False,1.5,,True,True,2.0,14.6,MGR419,London,Medium,4.82,9.1,
EMP1338,Employee 338,Consulting,Senior Consultant,Part-time,Night,Hybrid,2025-02-14,22:41:00,06:41:00,8.0,5.0,89.78,False,1.5,,False,True,1.0,10.96,MGR268,New York,Medium,4.29,3.4,
EMP1877,Employee 877,Finance,Financial Analyst,Contractor,Day,Work From Home,2025-02-22,10:34:00,18:34:00,8.0,8.0,89.26,False,0.0,,False,False,1.0,9.48,MGR289,London,Medium,4.72,2.2,
